"subject_id" "activity_type" "variable" "mean" "st_deviation"
25 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.38216092137931 0.145637856002458
26 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.296158291686 0.125181814276765
27 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.307952089840909 0.165415629482837
28 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.22448414468913 0.153460949540139
29 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.26740979843125 0.269205759708004
30 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.208267542032258 0.218134754429502
2 "SITTING" "tBodyGyroMag-std()" -0.961313624130435 0.0466452465675593
4 "SITTING" "tBodyGyroMag-std()" -0.928898293 0.0804349872726344
9 "SITTING" "tBodyGyroMag-std()" -0.9066063206 0.107034585981265
10 "SITTING" "tBodyGyroMag-std()" -0.963064577592593 0.0583419471346796
12 "SITTING" "tBodyGyroMag-std()" -0.946769241568627 0.0455052580686414
13 "SITTING" "tBodyGyroMag-std()" -0.963940591428571 0.0476982617495527
18 "SITTING" "tBodyGyroMag-std()" -0.981372675614035 0.0336922469391713
20 "SITTING" "tBodyGyroMag-std()" -0.941069909848485 0.0681641854017302
24 "SITTING" "tBodyGyroMag-std()" -0.969257162647059 0.0400182917370667
1 "SITTING" "tBodyGyroMag-std()" -0.934531840425532 0.142195681673132
3 "SITTING" "tBodyGyroMag-std()" -0.925518103807692 0.133692521944819
5 "SITTING" "tBodyGyroMag-std()" -0.931414810454545 0.0786631481969154
6 "SITTING" "tBodyGyroMag-std()" -0.921259472727273 0.0831664421286175
7 "SITTING" "tBodyGyroMag-std()" -0.898063314375 0.153806265176827
8 "SITTING" "tBodyGyroMag-std()" -0.953001632173913 0.0548452350273886
11 "SITTING" "tBodyGyroMag-std()" -0.959964488301887 0.0460220315344797
14 "SITTING" "tBodyGyroMag-std()" -0.947081158333333 0.0685951413574619
15 "SITTING" "tBodyGyroMag-std()" -0.963475074915254 0.0428142435162234
16 "SITTING" "tBodyGyroMag-std()" -0.937942404637681 0.134818025426534
17 "SITTING" "tBodyGyroMag-std()" -0.97541025484375 0.0383245432259247
19 "SITTING" "tBodyGyroMag-std()" -0.950491807945205 0.0544317679419597
21 "SITTING" "tBodyGyroMag-std()" -0.971225061647059 0.0429672963197941
22 "SITTING" "tBodyGyroMag-std()" -0.933268487096774 0.0824191746149432
23 "SITTING" "tBodyGyroMag-std()" -0.937006097352941 0.0830986783166729
25 "SITTING" "tBodyGyroMag-std()" -0.970639125692308 0.0406943669943721
26 "SITTING" "tBodyGyroMag-std()" -0.964742022307692 0.0468649114824304
27 "SITTING" "tBodyGyroMag-std()" -0.970782132714286 0.0442992667817277
28 "SITTING" "tBodyGyroMag-std()" -0.951065984027778 0.0498602418287242
29 "SITTING" "tBodyGyroMag-std()" -0.971578024666667 0.0431261180532484
30 "SITTING" "tBodyGyroMag-std()" -0.960641288225806 0.0573610276434564
2 "STANDING" "tBodyGyroMag-std()" -0.95394338037037 0.0646886402819296
4 "STANDING" "tBodyGyroMag-std()" -0.885144317678571 0.125045227230689
9 "STANDING" "tBodyGyroMag-std()" -0.908291403111111 0.101838269636343
10 "STANDING" "tBodyGyroMag-std()" -0.920486810227273 0.0687840236565653
12 "STANDING" "tBodyGyroMag-std()" -0.852271618032787 0.189885403978273
13 "STANDING" "tBodyGyroMag-std()" -0.944980198421053 0.0789384868427858
18 "STANDING" "tBodyGyroMag-std()" -0.959797118082192 0.0327262341277012
20 "STANDING" "tBodyGyroMag-std()" -0.843683410273973 0.133899523620871
24 "STANDING" "tBodyGyroMag-std()" -0.95310477884058 0.050470541331775
1 "STANDING" "tBodyGyroMag-std()" -0.978690028679245 0.0281985416367829
3 "STANDING" "tBodyGyroMag-std()" -0.88212522147541 0.0960836108109614
5 "STANDING" "tBodyGyroMag-std()" -0.867041711785714 0.148943691069485
6 "STANDING" "tBodyGyroMag-std()" -0.915891572982456 0.0955679791900444
7 "STANDING" "tBodyGyroMag-std()" -0.918438958867924 0.113693681394581
8 "STANDING" "tBodyGyroMag-std()" -0.95322478962963 0.0669341159930503
11 "STANDING" "tBodyGyroMag-std()" -0.977071437446808 0.0272045307117527
14 "STANDING" "tBodyGyroMag-std()" -0.931426203833333 0.0888982995293034
15 "STANDING" "tBodyGyroMag-std()" -0.931286778679245 0.0937093753793658
16 "STANDING" "tBodyGyroMag-std()" -0.964105768461539 0.0491184286308003
17 "STANDING" "tBodyGyroMag-std()" -0.977680837435897 0.035857888284395
19 "STANDING" "tBodyGyroMag-std()" -0.937951031506849 0.071099118035023
21 "STANDING" "tBodyGyroMag-std()" -0.945614401797753 0.0715596824041942
22 "STANDING" "tBodyGyroMag-std()" -0.900776555555556 0.0709013610621315
23 "STANDING" "tBodyGyroMag-std()" -0.923796565588235 0.0931305791565568
25 "STANDING" "tBodyGyroMag-std()" -0.959884274324324 0.0576209875985039
26 "STANDING" "tBodyGyroMag-std()" -0.962653585540541 0.0450744425171662
27 "STANDING" "tBodyGyroMag-std()" -0.965693334 0.0452621700587589
28 "STANDING" "tBodyGyroMag-std()" -0.876917545696203 0.101790096643628
29 "STANDING" "tBodyGyroMag-std()" -0.975358665384615 0.0289135991364452
30 "STANDING" "tBodyGyroMag-std()" -0.887247636779661 0.0997522385477846
2 "LAYING" "tBodyGyroMag-std()" -0.961164053958333 0.0571659518612557
4 "LAYING" "tBodyGyroMag-std()" -0.947031781666667 0.0634569874702394
9 "LAYING" "tBodyGyroMag-std()" -0.8985578738 0.0762221278643404
10 "LAYING" "tBodyGyroMag-std()" -0.927471165517241 0.116583165646322
12 "LAYING" "tBodyGyroMag-std()" -0.935725715833333 0.0606007643989381
13 "LAYING" "tBodyGyroMag-std()" -0.944687480967742 0.0673125765107748
18 "LAYING" "tBodyGyroMag-std()" -0.980560877846154 0.0279584197950416
20 "LAYING" "tBodyGyroMag-std()" -0.962153597941176 0.0456742866875868
24 "LAYING" "tBodyGyroMag-std()" -0.957829934722222 0.0444989994427864
1 "LAYING" "tBodyGyroMag-std()" -0.81901016976 0.31538245845808
3 "LAYING" "tBodyGyroMag-std()" -0.954275110967742 0.0528632849457468
5 "LAYING" "tBodyGyroMag-std()" -0.958287921923077 0.0489143695275899
6 "LAYING" "tBodyGyroMag-std()" -0.920914497017544 0.0899748104080485
7 "LAYING" "tBodyGyroMag-std()" -0.918662459038462 0.106394137956809
8 "LAYING" "tBodyGyroMag-std()" -0.932470764444444 0.0843684386854679
11 "LAYING" "tBodyGyroMag-std()" -0.954713182807018 0.0752908601939674
14 "LAYING" "tBodyGyroMag-std()" -0.913433185882353 0.0864503895908167
15 "LAYING" "tBodyGyroMag-std()" -0.924043007638889 0.11981921434906
16 "LAYING" "tBodyGyroMag-std()" -0.959020036285714 0.0473169456299891
17 "LAYING" "tBodyGyroMag-std()" -0.959325498732394 0.0660797669337151
19 "LAYING" "tBodyGyroMag-std()" -0.955906646506024 0.0486686137239852
21 "LAYING" "tBodyGyroMag-std()" -0.949289148 0.0657841116500183
22 "LAYING" "tBodyGyroMag-std()" -0.923911565972222 0.124749826014267
23 "LAYING" "tBodyGyroMag-std()" -0.957227585972222 0.037156031014919
25 "LAYING" "tBodyGyroMag-std()" -0.856017369726027 0.111237662694572
26 "LAYING" "tBodyGyroMag-std()" -0.965676821973684 0.0510633196776015
27 "LAYING" "tBodyGyroMag-std()" -0.971915732837838 0.054333058119169
28 "LAYING" "tBodyGyroMag-std()" -0.928940913375 0.0846078050018796
29 "LAYING" "tBodyGyroMag-std()" -0.977040093043478 0.0493304270294861
30 "LAYING" "tBodyGyroMag-std()" -0.951264441 0.0703062700052838
2 "WALKING" "tBodyGyroJerkMag-mean()" -0.547911950338983 0.0971466063338169
4 "WALKING" "tBodyGyroJerkMag-mean()" -0.6813040365 0.0284443285548897
9 "WALKING" "tBodyGyroJerkMag-mean()" -0.510253995769231 0.0929072161779114
10 "WALKING" "tBodyGyroJerkMag-mean()" -0.440363636603774 0.0504575830033267
12 "WALKING" "tBodyGyroJerkMag-mean()" -0.5174937754 0.0554944038523589
13 "WALKING" "tBodyGyroJerkMag-mean()" -0.303508210175439 0.0662746505748788
18 "WALKING" "tBodyGyroJerkMag-mean()" -0.636485896964286 0.0316886150447837
20 "WALKING" "tBodyGyroJerkMag-mean()" -0.194893253196078 0.129216775200465
24 "WALKING" "tBodyGyroJerkMag-mean()" -0.507824745862069 0.0629438732621684
1 "WALKING" "tBodyGyroJerkMag-mean()" -0.298703679084211 0.0708218772473022
3 "WALKING" "tBodyGyroJerkMag-mean()" -0.566135217931034 0.0650642794324969
5 "WALKING" "tBodyGyroJerkMag-mean()" -0.444532485357143 0.0726038276816237
6 "WALKING" "tBodyGyroJerkMag-mean()" -0.321290483140351 0.170157776952393
7 "WALKING" "tBodyGyroJerkMag-mean()" -0.300022779964912 0.131227313687788
8 "WALKING" "tBodyGyroJerkMag-mean()" -0.339129269583333 0.0532523903606344
11 "WALKING" "tBodyGyroJerkMag-mean()" -0.63073270559322 0.037008431293165
14 "WALKING" "tBodyGyroJerkMag-mean()" -0.519895046779661 0.0451720361745508
15 "WALKING" "tBodyGyroJerkMag-mean()" -0.543979500555556 0.0580366323691933
16 "WALKING" "tBodyGyroJerkMag-mean()" -0.671541834117647 0.0314476318435767
17 "WALKING" "tBodyGyroJerkMag-mean()" -0.517167440655738 0.0630368249239429
19 "WALKING" "tBodyGyroJerkMag-mean()" -0.164699977592308 0.175160253656637
21 "WALKING" "tBodyGyroJerkMag-mean()" -0.426930725 0.0498270064711209
22 "WALKING" "tBodyGyroJerkMag-mean()" -0.461999528913043 0.0317905366159202
23 "WALKING" "tBodyGyroJerkMag-mean()" 0.0115305410508475 0.131532155697295
25 "WALKING" "tBodyGyroJerkMag-mean()" -0.678466069054054 0.0322312760217331
26 "WALKING" "tBodyGyroJerkMag-mean()" -0.51239882559322 0.0427207031475747
27 "WALKING" "tBodyGyroJerkMag-mean()" -0.562587199473684 0.0639879545101434
28 "WALKING" "tBodyGyroJerkMag-mean()" -0.546248758518519 0.0643180680994576
29 "WALKING" "tBodyGyroJerkMag-mean()" -0.506242118113208 0.0314884156223288
30 "WALKING" "tBodyGyroJerkMag-mean()" -0.472068729846154 0.0647925958581879
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.572816438541667 0.0556066638196647
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.686978374423077 0.043658450754588
9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.672840561836735 0.0699865313837227
10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.523462968510638 0.0533334935539718
12 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.674972132307692 0.0322316064577657
13 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.631964902181818 0.043292278241417
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.781652689310345 0.0224365246867466
20 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.37192841627451 0.0969078873665574
24 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.658751629152542 0.0335199676795436
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.59488286509434 0.0438436362380376
3 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.658861401355932 0.0466105970446489
5 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.47348816787234 0.0484202135979035
6 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.342895367921569 0.153515298765325
7 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.661969771960784 0.0456655906358354
8 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.400664014146341 0.0623699045596648
11 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.757314813888889 0.0226189726414971
14 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.399921949557407 0.106636226264871
15 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.663637117708333 0.0409730981808772
16 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.737705162156863 0.0356651177358063
17 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.637367490625 0.0647240356671156
19 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.372790526575 0.154794909980102
21 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.577935642978723 0.0602959427845185
22 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.568111869047619 0.0465373440753722
23 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.504367150588235 0.0604759939843475
25 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.777106026615385 0.0400785839945026
26 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.648099850181818 0.0485692458566077
27 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.699895090784314 0.0347911211579451
28 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.620279797647059 0.0664812245568502
29 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.617340803061225 0.034676670931574
30 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.718780256769231 0.0586950601471821
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.410872671489362 0.143537496331486
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.592843014888889 0.0577039094147536
9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.469028434047619 0.10177735725897
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.401854311315789 0.0742364350550983
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.442831079130435 0.105452275126512
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.323552439276596 0.109617961524713
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.701663073636364 0.0414479312614964
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.268183423577778 0.0936720878824718
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.497152238363636 0.0608226248234061
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.295463843346939 0.0931872320056975
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.508567577142857 0.0798680943901305
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.39719562106383 0.0585880404869851
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.0829366854166667 0.237187284185937
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.399229959148936 0.120702012324348
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.126189142894737 0.119203052266581
11 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.599294760652174 0.0327327888289782
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.275120883488889 0.139211881543501
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.509466648095238 0.0654047881581385
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.590896636382979 0.0501223501616878
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.540325787826087 0.0830315930359711
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" 0.0875816618205128 0.360567659244331
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.452828682444444 0.0666449722667691
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.459579670833333 0.0409232639695928
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.0463117766203704 0.149312143590646
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.664713625172414 0.0507301084746402
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.4187798104 0.069565167277274
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.440546586136364 0.123037419606143
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.340417305565217 0.114891123660597
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.539174456458333 0.0554006792572327
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.574337006451613 0.0762416120970073
2 "SITTING" "tBodyGyroJerkMag-mean()" -0.991081493913043 0.00587356903424011
4 "SITTING" "tBodyGyroJerkMag-mean()" -0.9804904618 0.0177310644853272
9 "SITTING" "tBodyGyroJerkMag-mean()" -0.9733641366 0.0283354233283568
10 "SITTING" "tBodyGyroJerkMag-mean()" -0.993707487592593 0.00899562837291809
12 "SITTING" "tBodyGyroJerkMag-mean()" -0.980392337647059 0.0133157747375892
13 "SITTING" "tBodyGyroJerkMag-mean()" -0.992604304489796 0.00656539906013021
18 "SITTING" "tBodyGyroJerkMag-mean()" -0.994873439824561 0.00481967798958103
20 "SITTING" "tBodyGyroJerkMag-mean()" -0.983010276060606 0.0220091239923769
24 "SITTING" "tBodyGyroJerkMag-mean()" -0.991306424705882 0.0060830287533487
1 "SITTING" "tBodyGyroJerkMag-mean()" -0.991976341276596 0.0197986965988689
3 "SITTING" "tBodyGyroJerkMag-mean()" -0.977998051923077 0.0302232239263883
5 "SITTING" "tBodyGyroJerkMag-mean()" -0.973848287045455 0.0186286927377779
6 "SITTING" "tBodyGyroJerkMag-mean()" -0.962929227818182 0.029347673597507
7 "SITTING" "tBodyGyroJerkMag-mean()" -0.981665122291667 0.0220063127617144
8 "SITTING" "tBodyGyroJerkMag-mean()" -0.991807428043478 0.0126321257210524
11 "SITTING" "tBodyGyroJerkMag-mean()" -0.989519031132076 0.011588581942569
14 "SITTING" "tBodyGyroJerkMag-mean()" -0.988317606666667 0.0112697360201362
15 "SITTING" "tBodyGyroJerkMag-mean()" -0.992188893898305 0.00817552553171713
16 "SITTING" "tBodyGyroJerkMag-mean()" -0.992444606231884 0.0131911775537736
17 "SITTING" "tBodyGyroJerkMag-mean()" -0.996334795 0.00556635462588869
19 "SITTING" "tBodyGyroJerkMag-mean()" -0.989450316575342 0.00712900201624853
21 "SITTING" "tBodyGyroJerkMag-mean()" -0.990307349882353 0.00648923691752048
22 "SITTING" "tBodyGyroJerkMag-mean()" -0.98547603483871 0.015976055348204
23 "SITTING" "tBodyGyroJerkMag-mean()" -0.986514066029412 0.0120288444241794
25 "SITTING" "tBodyGyroJerkMag-mean()" -0.99286465 0.00625088289469151
26 "SITTING" "tBodyGyroJerkMag-mean()" -0.994466446282051 0.00567017571249554
27 "SITTING" "tBodyGyroJerkMag-mean()" -0.994034710714286 0.00597275814314989
28 "SITTING" "tBodyGyroJerkMag-mean()" -0.981213159305556 0.0148567258925092
29 "SITTING" "tBodyGyroJerkMag-mean()" -0.995392308166667 0.00473292132477825
30 "SITTING" "tBodyGyroJerkMag-mean()" -0.993737388225806 0.00799569102034125
2 "STANDING" "tBodyGyroJerkMag-mean()" -0.983951904259259 0.0208928260766801
4 "STANDING" "tBodyGyroJerkMag-mean()" -0.967614073928571 0.0335676164849511
9 "STANDING" "tBodyGyroJerkMag-mean()" -0.969824044222222 0.0328421199693822
10 "STANDING" "tBodyGyroJerkMag-mean()" -0.971637661590909 0.0271875240898258
12 "STANDING" "tBodyGyroJerkMag-mean()" -0.969289973606557 0.0362432369120612
13 "STANDING" "tBodyGyroJerkMag-mean()" -0.983637634912281 0.0153207502042282
18 "STANDING" "tBodyGyroJerkMag-mean()" -0.988685954931507 0.00798757018216152
20 "STANDING" "tBodyGyroJerkMag-mean()" -0.94793650109589 0.0595726575822891
24 "STANDING" "tBodyGyroJerkMag-mean()" -0.982387268985507 0.0293097218425043
1 "STANDING" "tBodyGyroJerkMag-mean()" -0.994966790566038 0.003972221007654
3 "STANDING" "tBodyGyroJerkMag-mean()" -0.962339339672131 0.0359748686222331
5 "STANDING" "tBodyGyroJerkMag-mean()" -0.958405900892857 0.0369335699430263
6 "STANDING" "tBodyGyroJerkMag-mean()" -0.963406222982456 0.0333030718959843
7 "STANDING" "tBodyGyroJerkMag-mean()" -0.977377083018868 0.0238063821096398
8 "STANDING" "tBodyGyroJerkMag-mean()" -0.987580587777778 0.0214663932497435
11 "STANDING" "tBodyGyroJerkMag-mean()" -0.993428183617021 0.00481655729552236
14 "STANDING" "tBodyGyroJerkMag-mean()" -0.974873328 0.0330962410169768
15 "STANDING" "tBodyGyroJerkMag-mean()" -0.984407077924528 0.0175423942645963
16 "STANDING" "tBodyGyroJerkMag-mean()" -0.992848576025641 0.00689247454987455
17 "STANDING" "tBodyGyroJerkMag-mean()" -0.993672973717949 0.013451723042786
19 "STANDING" "tBodyGyroJerkMag-mean()" -0.985801637671233 0.0138029886480193
21 "STANDING" "tBodyGyroJerkMag-mean()" -0.976857084157303 0.0371234972350165
22 "STANDING" "tBodyGyroJerkMag-mean()" -0.978603529206349 0.0250274028455125
23 "STANDING" "tBodyGyroJerkMag-mean()" -0.9763992525 0.0184864873726891
25 "STANDING" "tBodyGyroJerkMag-mean()" -0.985091991216216 0.0267476697941429
26 "STANDING" "tBodyGyroJerkMag-mean()" -0.98854482527027 0.014020935765575
27 "STANDING" "tBodyGyroJerkMag-mean()" -0.989532103875 0.0121151907620942
28 "STANDING" "tBodyGyroJerkMag-mean()" -0.959681019113924 0.0349853456190617
29 "STANDING" "tBodyGyroJerkMag-mean()" -0.992144698923077 0.0064255264165016
30 "STANDING" "tBodyGyroJerkMag-mean()" -0.972995273898305 0.0285744618072753
2 "LAYING" "tBodyGyroJerkMag-mean()" -0.991767074166667 0.0085582255114649
4 "LAYING" "tBodyGyroJerkMag-mean()" -0.985068502037037 0.0232369158196974
9 "LAYING" "tBodyGyroJerkMag-mean()" -0.964524819 0.0307045762471938
10 "LAYING" "tBodyGyroJerkMag-mean()" -0.970830848965517 0.0334056908050277
12 "LAYING" "tBodyGyroJerkMag-mean()" -0.971067768833333 0.0248570256855918
13 "LAYING" "tBodyGyroJerkMag-mean()" -0.98544626483871 0.011617466929463
18 "LAYING" "tBodyGyroJerkMag-mean()" -0.993095122615385 0.00528295063774654
20 "LAYING" "tBodyGyroJerkMag-mean()" -0.986749500882353 0.0144251130314474
24 "LAYING" "tBodyGyroJerkMag-mean()" -0.982780873888889 0.0142196830540879
1 "LAYING" "tBodyGyroJerkMag-mean()" -0.96346103 0.0748615754514122
3 "LAYING" "tBodyGyroJerkMag-mean()" -0.98671362516129 0.0137600590482406
5 "LAYING" "tBodyGyroJerkMag-mean()" -0.9864194225 0.0112485533573016
6 "LAYING" "tBodyGyroJerkMag-mean()" -0.955645738245614 0.0474279121501477
7 "LAYING" "tBodyGyroJerkMag-mean()" -0.983008829038462 0.0239174271489564
8 "LAYING" "tBodyGyroJerkMag-mean()" -0.978438191296296 0.0369449975790188
11 "LAYING" "tBodyGyroJerkMag-mean()" -0.990641248245614 0.0188228955528946
14 "LAYING" "tBodyGyroJerkMag-mean()" -0.975621183137255 0.0292389663967887
15 "LAYING" "tBodyGyroJerkMag-mean()" -0.983235025416667 0.0253447602041832
16 "LAYING" "tBodyGyroJerkMag-mean()" -0.990839526285714 0.00713984496455704
17 "LAYING" "tBodyGyroJerkMag-mean()" -0.985542411126761 0.0251399090875372
19 "LAYING" "tBodyGyroJerkMag-mean()" -0.985342497710843 0.00881936932676861
21 "LAYING" "tBodyGyroJerkMag-mean()" -0.985915906888889 0.0203652491025378
22 "LAYING" "tBodyGyroJerkMag-mean()" -0.981716936388889 0.0315779701879392
23 "LAYING" "tBodyGyroJerkMag-mean()" -0.984557478611111 0.00604850304505623
25 "LAYING" "tBodyGyroJerkMag-mean()" -0.969783262465753 0.0181480074125546
26 "LAYING" "tBodyGyroJerkMag-mean()" -0.99219798 0.00581081386546084
27 "LAYING" "tBodyGyroJerkMag-mean()" -0.994355043783784 0.00529393810670065
28 "LAYING" "tBodyGyroJerkMag-mean()" -0.978220270625 0.0291051923159885
29 "LAYING" "tBodyGyroJerkMag-mean()" -0.997322526811594 0.00160873905426551
30 "LAYING" "tBodyGyroJerkMag-mean()" -0.985086413428571 0.0200803667289553
2 "WALKING" "tBodyGyroJerkMag-std()" -0.557798151355932 0.133622199159901
4 "WALKING" "tBodyGyroJerkMag-std()" -0.7301463685 0.0378405230186166
9 "WALKING" "tBodyGyroJerkMag-std()" -0.599866472692308 0.105578205477405
10 "WALKING" "tBodyGyroJerkMag-std()" -0.501027916603774 0.0717283416348447
12 "WALKING" "tBodyGyroJerkMag-std()" -0.5488904506 0.0797331198462809
13 "WALKING" "tBodyGyroJerkMag-std()" -0.322118379807018 0.173949825680218
18 "WALKING" "tBodyGyroJerkMag-std()" -0.726591779107143 0.0429418698488556
20 "WALKING" "tBodyGyroJerkMag-std()" -0.149864146847059 0.11843521797208
24 "WALKING" "tBodyGyroJerkMag-std()" -0.556022765862069 0.0825791825851556
1 "WALKING" "tBodyGyroJerkMag-std()" -0.325324878894737 0.091757559694167
3 "WALKING" "tBodyGyroJerkMag-std()" -0.567371560862069 0.072978135744843
5 "WALKING" "tBodyGyroJerkMag-std()" -0.48919974625 0.0811263694002373
6 "WALKING" "tBodyGyroJerkMag-std()" -0.364708342315789 0.194482933264699
7 "WALKING" "tBodyGyroJerkMag-std()" -0.0953401161070176 0.190759029394911
8 "WALKING" "tBodyGyroJerkMag-std()" -0.502957255416667 0.0621523482000807
11 "WALKING" "tBodyGyroJerkMag-std()" -0.753671416101695 0.0269888305455271
14 "WALKING" "tBodyGyroJerkMag-std()" -0.606103313898305 0.0514444039505858
15 "WALKING" "tBodyGyroJerkMag-std()" -0.63778595537037 0.0523523711850839
16 "WALKING" "tBodyGyroJerkMag-std()" -0.722808438431373 0.037263953186239
17 "WALKING" "tBodyGyroJerkMag-std()" -0.53970849147541 0.0831480037792562
19 "WALKING" "tBodyGyroJerkMag-std()" -0.271487480103846 0.18924247911793
21 "WALKING" "tBodyGyroJerkMag-std()" -0.450369988846154 0.0576266125459743
22 "WALKING" "tBodyGyroJerkMag-std()" -0.503106312391304 0.0362145185442928
23 "WALKING" "tBodyGyroJerkMag-std()" 0.250173204117966 0.210101916421003
25 "WALKING" "tBodyGyroJerkMag-std()" -0.757032544864865 0.0196576658544157
26 "WALKING" "tBodyGyroJerkMag-std()" -0.603468672372881 0.0409453379845973
27 "WALKING" "tBodyGyroJerkMag-std()" -0.618718628596491 0.0760336215206291
28 "WALKING" "tBodyGyroJerkMag-std()" -0.579861194259259 0.0695172198507352
29 "WALKING" "tBodyGyroJerkMag-std()" -0.612222937169811 0.0332226346497676
30 "WALKING" "tBodyGyroJerkMag-std()" -0.546977272307692 0.0581301997086715
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.597291719166667 0.0799863197958318
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.755270457692308 0.0409258998655731
9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.748651255510204 0.0593240266147319
10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.618272355319149 0.0714787772356386
12 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.713406712307692 0.0422509332421823
13 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.669216383090909 0.0576155063431169
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.835525127931035 0.0273685638847245
